Year,Month,Country,TestDummy,DateEntered,LaunchTimeUTC,MissileName,MissileFamily,LaunchAgency,FacilityName,FacilityLocation,OtherName,FacilityLatitude,FacilityLongitude,LandingLocation,Apogee,DistanceTravelled,Confirmation,TestOutcome,AdditionalInformation,Source,OperationalUse,MaxRange,PayloadKG,Diameter,Propulsion,EventUNSCResolution,EventDiplomaticMeeting,EventNotes,EventSource
1994,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,11,Iran,1,2017-06-23,NA,Shahab-1,SRBM,NA,Kermanshah Air Base,NA,NA,34.3458,47.1582,"MKO Base ""Asharaf""",NA,85,TRUE,Success,NA,https://books.google.com/books?id=Ea9FAAAAQBAJ&pg=PT97&lpg=PT97&dq=iran+shahab+2+1991&source=bl&ots=nmw0u3Y6Mz&sig=QuISWTzo9Iy1sLzLD5gVwvNykO0&hl=en&sa=X&ved=0ahUKEwjIgr_407jUAhVR8WMKHcJjDPwQ6AEIXzAM#v=onepage&q=iran%20shahab%202%201991&f=false; https://www.nonproliferation.org/wp-content/uploads/npr/82tarzi.pdf,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
1994,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,10,Iran,1,2017-04-27,NA,Shahab-2,SRBM,NA,Unknown,NA,NA,Unknown,Unknown,Unknown,NA,NA,TRUE,Success,NA,http://www.nti.org/media/pdfs/iran_missile.pdf?_=1316474223,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1997,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,4,Pakistan,1,NA,NA,Ghauri,MRBM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liquid,NA,NA,NA,NA
1998,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,7,Iran,1,2017-02-20,NA,Shahab-3,MRBM,NA,Unknown,NA,NA,Unknown,Unknown,Unknown,0,NA,TRUE,Failure,The Shahab-3 is strikingly close to the Nodong missile used by North Korea.,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1998,8,North Korea,1,2016-12-23,NA,Taepodong-1,SLV,NA,Tonghae Satellite Launching Ground,"Hwadae County, North Hamgyong Province",Musudan-ri,40.849996599999997,129.666664,330km east of Hachinohe and 4000 km out into Pacific Ocean,NA,1380,TRUE,Failure,"This is one of the most significant missile tests carried out by North Korea. The test was the first known test carried out during Kim Jong Il's reign, it was North Korea's first known attempt at a multi-stage rocket, and it was the first North Korean missile test to overfly Japan. Overflying Japan produced a significant diplomatic outcry. This rocket however managed to make it out over the Pacific Ocean before spectacularly exploding at some point during its third stage. Parts of it are believed to have travelled about 4000 km before splashing into the ocean. However, North Korea reported it had successfully inserted a satellite into orbit on September 14, a few days after the launch. Pictures of the satellite were distributed to foreign media and the satellite pictured looked almost identical to the first Chinese satellite put into orbit (which itself looked very similar to the US Telstar). Despite these pictures and subsequent information about the satellite, no one was able to detect the satellite in orbit. Despite the failure, this test had significant consequences. It led to negotiations between the US and North Korea that resulted in a missile testing moratorium that lasted until 2006. It also probably served as a jump start to the US's ballistic missile defense systems. The overflight of Japan caused significant enough diplomatic trouble that North Korea began construction of Sohae on the opposite shore of North Korea. Since finishing construction in 2012, DPRK satellite launch attempts have been out Sohae and have been on trajectories which do not overfly Japan.","http://www.astronautix.com/g/gitdaeryung.html; http://www.nytimes.com/1998/09/01/world/north-korea-fires-missile-over-japanese-territory.htmlhttp://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; Joseph S. Bermudez, ""A History of Ballistic Missile Development in the DPRK"", Occasional Paper No. 2. Center for Nonproliferation Studies, November 1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,4,Pakistan,1,NA,NA,Ghauri,MRBM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liquid,NA,NA,NA,NA
1999,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,6,Iran,1,2017-06-23,NA,Shahab-1,SRBM,NA,Kermanshah Air Base,NA,NA,34.3458,47.1582,"MKO Base ""Asharaf""",NA,NA,FALSE,Success,Iran denies carrying out this attack. They were accused of doing so by MKO.,https://books.google.com/books?id=Ea9FAAAAQBAJ&pg=PT97&lpg=PT97&dq=iran+shahab+2+1991&source=bl&ots=nmw0u3Y6Mz&sig=QuISWTzo9Iy1sLzLD5gVwvNykO0&hl=en&sa=X&ved=0ahUKEwjIgr_407jUAhVR8WMKHcJjDPwQ6AEIXzAM#v=onepage&q=iran%20shahab%202%201991&f=false; https://www.nonproliferation.org/wp-content/uploads/npr/82tarzi.pdf,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
1999,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,11,Iran,1,2017-06-23,NA,Shahab-1,SRBM,NA,Kermanshah Air Base,NA,NA,34.3458,47.1582,"MKO Base ""Habib""",NA,NA,FALSE,Success,NA,https://books.google.com/books?id=Ea9FAAAAQBAJ&pg=PT97&lpg=PT97&dq=iran+shahab+2+1991&source=bl&ots=nmw0u3Y6Mz&sig=QuISWTzo9Iy1sLzLD5gVwvNykO0&hl=en&sa=X&ved=0ahUKEwjIgr_407jUAhVR8WMKHcJjDPwQ6AEIXzAM#v=onepage&q=iran%20shahab%202%201991&f=false; https://www.nonproliferation.org/wp-content/uploads/npr/82tarzi.pdf,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
1999,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,2,Iran,1,2017-02-20,NA,Shahab-3,MRBM,NA,Unknown,NA,NA,Unknown,Unknown,Unknown,NA,NA,FALSE,Failure,NA,http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2000,2,Pakistan,1,NA,NA,Hatf 1,TBM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solid,NA,NA,NA,NA
2000,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,6,Iraq,1,NA,NA,Al Samoud,TBM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flight tested, most recently June 2000",NA,NA,150 - 180,300 (estimated),Roughly 500mm,Liquid,NA,NA,NA,NA
2000,7,Iran,1,2017-02-20,NA,Shahab-3,MRBM,NA,Mashhad Air Base,NA,NA,36.234306,59.640333,Unknown,150,NA,TRUE,Success,NA,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2000,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,9,Iran,1,2017-02-20,NA,Shahab-3,MRBM,NA,Semnan Launch Site,NA,NA,35.2347,53.921,Unknown,1000,NA,TRUE,Failure,NA,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2000,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,4,Iran,1,2017-06-23,NA,Shahab-1,SRBM,NA,Kermanshah Air Base,NA,NA,34.3458,47.1582,Multiple MKO Bases,NA,150,TRUE,Success,"The number of missiles launched in this attack is highly disputed. Iran has acknowledged that the strike took place but has not provided exact numbers for missiles launched. MKO claimed it was 77 missiles launched, Iraq claimed it was 56. Given that Iran only had 17 TELS, it is accepted that only about 30 missiles were actually fired.",https://books.google.com/books?id=Ea9FAAAAQBAJ&pg=PT97&lpg=PT97&dq=iran+shahab+2+1991&source=bl&ots=nmw0u3Y6Mz&sig=QuISWTzo9Iy1sLzLD5gVwvNykO0&hl=en&sa=X&ved=0ahUKEwjIgr_407jUAhVR8WMKHcJjDPwQ6AEIXzAM#v=onepage&q=iran%20shahab%202%201991&f=false; https://www.nonproliferation.org/wp-content/uploads/npr/82tarzi.pdf,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
2001,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,5,Iran,1,2017-02-20,NA,Shahab-3,MRBM,NA,Damghan,NA,NA,36.166667,54.333333,Unknown,150,NA,TRUE,Success,NA,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2002,5,Pakistan,1,NA,NA,Ghauri,MRBM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liquid,NA,NA,NA,NA
2002,6,Iran,1,2017-02-20,NA,Shahab-3,MRBM,NA,Unknown,NA,NA,Unknown,Unknown,Unknown,NA,NA,FALSE,Failure,NA,http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2002,7,Iran,1,2017-02-20,NA,Shahab-3,MRBM,NA,Damghan,NA,NA,36.166667,54.333333,Unknown,150,NA,TRUE,Failure,NA,http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016; http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2002,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,10,Pakistan,1,NA,NA,Shaheen 1,SRBM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solid,NA,NA,NA,NA
2002,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,3,Pakistan,1,NA,NA,Abdali,SRBM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solid,NA,NA,NA,NA
2003,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,6,Iran,1,2017-02-20,NA,Shahab-3,MRBM,NA,Unknown,NA,NA,Unknown,Unknown,Unknown,NA,NA,TRUE,Success,This might be the same test as the July one. The discrepancy might be the result of when the test occurred and when Iran actually announced the test occurred.,http://www-bcf.usc.edu/~hymans/Hymans%20and%20Gratias%20Nonproliferation%20Review%20FINAL-1.pdf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2003,7,Iran,1,2017-02-20,NA,Shahab-3,MRBM,NA,Damghan,NA,NA,36.166667,54.333333,Unknown,150,NA,TRUE,Success,"The launching of this missile was a part of an elaborate ceremony meant to mark the official deployment of the Shahab-3. At the conclusion of the ceremony the missile was launched in what a spokesman called the ""final test"" of the missile.",http://www.astronautix.com/i/iran.html; http://www.iranwatch.org/our-publications/weapon-program-background-report/iran-missile-milestones-1985-2016,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2003,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,10,Pakistan,1,NA,NA,Ghaznavi,SRBM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solid,NA,NA,NA,NA
2003,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
